postcode,postcode_space,postcode area,Median download speed (Mbit/s),Average download speed (Mbit/s),Maximum download speed (Mbit/s),Average download speed (Mbit/s) for lines < 10Mbit/s,Average download speed (Mbit/s) for lines 10<30Mbit/s,Average download speed (Mbit/s) for lines 30<300Mbit/s,Average download speed (Mbit/s) for SFBB lines,Average download speed (Mbit/s) for UFBB lines,Median upload speed (Mbit/s),Average upload speed (Mbit/s),Maximum upload speed (Mbit/s),Average upload speed (Mbit/s) for lines < 10Mbit/s,Average upload speed (Mbit/s) for lines 10<30Mbit/s,Average upload speed (Mbit/s) for lines 30<300Mbit/s,Average upload speed (Mbit/s) for SFBB lines,Average upload speed (Mbit/s) for UFBB lines,Number of connections < 2 Mbit/s (number of lines),Number of connections 2<5 Mbit/s (number of lines),Number of connections 5<10 Mbit/s (number of lines),Number of connections 10<30 Mbit/s (number of lines),Number of connections 30<300 Mbit/s (number of lines),Number of connections >= 300 Mbit/s (number of lines),Number of connections >= 30 Mbit/s (number of lines),Average data usage (GB),Median data usage (GB),Average data usage (GB) for lines <10Mbits,Average data usage (GB) for lines 10<30Mbit/s,Average data usage (GB) for lines 30<300Mbit/s,Average data usage (GB) for SFBB lines,Average data usage (GB) for UFBB lines
SP46EN,SP4 6EN,SP,78.1,81.1,107,,,81.2,81.2,,12.3,14,20,,,14,14,,0,0,0,0,6,0,6,535,305,,,535,535,
SP46ER,SP4 6ER,SP,75.8,80.3,205,,,80.3,80.3,,10,14.3,21,,,14.3,14.3,,0,0,0,0,13,0,13,237,176,,,219,219,
SP46EW,SP4 6EW,SP,54.8,68.1,205,2,21,78.5,78.5,,10,12.2,21,1,10,13.5,13.5,,0,1,0,1,11,0,11,278,158,106,707,255,255,
SP46EX,SP4 6EX,SP,78.9,66.5,80,,,66.5,66.5,,19.8,17.3,20,,,17.3,17.3,,0,0,0,0,12,0,12,353,275,,,353,353,
SP46EY,SP4 6EY,SP,58.6,43.7,79.39,4,,63.5,63.5,,19,12.3,20,0.7,,18,18,,0,3,0,0,6,0,6,266,138,224,,288,288,
SP46FB,SP4 6FB,SP,79.7,73.2,80,,,73.1,73.1,,20,18.6,20,,,18.6,18.6,,0,0,0,0,7,0,7,163,100,,,140,140,
SP46FE,SP4 6FE,SP,78.1,116.1,1000,,,83.3,116.1,1000,19.5,22.6,115,,,17.5,21,115,0,0,0,0,27,1,28,830,684,,,708,830,4131
SP46FF,SP4 6FF,SP,79.3,135.5,1000,,,81,135.5,553.3,20,24.5,115,,,18.4,24.5,71.7,0,0,0,0,23,3,26,904,758,,,868,904,1185
SP46FG,SP4 6FG,SP,69.4,84.9,330,,,75.1,84.9,330,16.5,17.7,50,,,16.4,17.7,50,0,0,0,0,25,1,26,648,404,,,626,648,1211
SP46FH,SP4 6FH,SP,76,163.9,1000,,23,77,179.6,1000,19.5,27.7,115,,8,15.8,26.8,115,0,0,0,1,8,1,9,639,609,,505,617,654,957
SP46FJ,SP4 6FJ,SP,78.9,103.9,330,,,78.8,103.9,330,19.8,21.8,50,,,18.7,21.8,50,0,0,0,0,9,1,10,476,487,,,430,476,887
SP46FL,SP4 6FL,SP,78.1,140.3,1000,,15,91.4,148.2,1000,19.5,24.7,115,,1,20.3,26.2,115,0,0,0,1,15,1,16,793,598,,1070,720,776,1621
SP46FN,SP4 6FN,SP,74.6,145.7,550,,,64.8,145.7,550,16,24.5,75,,,14.4,24.5,75,0,0,0,0,5,1,6,411,444,,,337,411,785
